_id,id,name,aviable,instock,price,currencyId,delivery,vendor,vendorCode,model,description,categoryId,Гарантия,Панель к поддону,Диаметр отверстия для сифона,Страна регистрации бренда,Страна-производитель товара,Бренд,Модель,Количество грузовых мест,"Габариты 1 (ВхШхД), мм","Вес брутто 2, кг","Габариты 2 (ВхШхД), мм",Тип изделия,Материал дверей,Цвет полотна двери,Материал задних стенок,Цвет задних стенок,Толщина материала двери,Материал профиля,Цвет профиля,Материал поддона,Цвет поддона,Габариты поддона (ГхВхШхД),Задняя стенка,Двери,Форма,Наличие верхней крышки,"Габариты готового изделия (ВхШхГ), мм",Комплектация,Особенности,"Вес брутто 3, кг","Габариты 3 (ВхШхД), мм","Вес нетто, кг",Серия,"Вес брутто 1, кг","Высота стекол, мм","Габариты 1 (ШхВхД), мм",Назначение,Материал,Способ монтажа,Механизм смешивания,Наличие термостата,"Высота изделия, мм","Ширина изделия, мм","Длина изделия, мм",Донный клапан,Диаметр подключения,"Расход воды, л/мин","Рабочее давление, bar",Код УКТВЭД,"Все нетто, кг",Цвет,Тип управления,Тип излива,"Высота излива, мм","Длина излива, мм",Тип крепления,Тип подвода,"Диаметр монтажного отверстия, мм",Шланги подключения,Тип монтажа,Тип,Габариты изделия,"Вес брутто, кг","Габариты упаковки, мм",Габариты изделия (ВхШхГ),Форма ручной лейки,Фирменные технологии,"Диаметр ручной лейки, мм",Количество режимов переключения лейки,Артикул,Дополнительные характеристики,Описание,Важно,"Габариты изделия (ВхШхД), мм",Обратите внимание,Поверхность,Вид монтажа,Форма лейки,"Диаметр лейки, мм","Длина кронштейна для верхнего душа, мм","Высота душевой стойки, мм","Длина шланга, мм",Количество потребителей,Диаметр ручной лейки,Количество режимов,Количество отверстий для монтажа,Диаметр подключения шлангов,Шланги,"Диаметр картриджа, мм","Габариты изделия (ВхШхГ), мм",Система предотвращения скручивания шланга,Количество режимов переключения,Количество крючков,Метод крепления,Страна - производитель товара,Тип конструкции,Количество перекладин,Поворотная конструкция,"Длина держателя, мм","Толщина материала, мм","Минимальная ширина шкафа, мм",Наличие крыла,Количество основных чаш,Габариты чаши 1 (ВхШхД),Отверстие под смеситель,"Диаметр слива, мм",Наличие перелива,Расположение крыла,"Габариты упаковки (ВхШхД), мм",Количество отверстий для монтажа смесителя,"Высота стойки, мм",Состав набора,Встраиваемая часть в комплекте,Длина кронштейна,Диаметр слива,Система Cliсk-Claсk,Вид слива-перелива,Вид затвора,"Диаметр патрубка в канализацию, мм",Материал слива,Материал решетки,"Размер решетки, мм",Направление выпуска,"Вес брутто , кг",Количество ярусов,"Объем, мл","Габариты изделия (ВхШ), мм",Цвет корпуса,"Диаметр зеркала, мм",Способ открывания крышки,Материал внешнего бака,Внутренний бак,Количество внутренних баков,Конструкция внутреннего бака,Габариты внутреннего бака,Материал внутреннего бака,Цвет внутреннего бака,"Объем, л",Доступ для обслуживания,Тип крышки,Элементы питания,Функция антизапотевания,Наличие светильника,Способ монтажа светильника,Тип лампы,Количество светильников,Тип выключателя,Питание,"Глубина изделия, мм",Наличие полки,Утяжелители,Рекомендации по уходу,Принт,Материал подложки,"Высота ворса, мм",Мощность потребления,Максимальная рабочая температура,Наличие терморегулятора,Количество секций,Направление подключения,Тип термоносителя,Подключение к системе,Описание товара,Тип управления сливом воды,Звукоизоляционная прокладка,"Межосевое расстояние креплений, мм",Наличие панели смыва,Регулировка смыва,"Объем смывного бачка, л",Подключение воды,Количество режимов слива воды,Функция принудительного прерывания слива воды,Наличие смесителя,Подключение горячей воды,Управление,Рабочее давление (атм),"Межосевое расстояние, мм",Наличие сифона,Количество дополнительных чаш,Габариты чаши 2 (ВхШхД),Тип элементов питания,Количество элементов питания,"Элементы питания в комплекте (указать есть, нет)",Количество режимов струи смесителя для кухни,Совместимость,"Потребляемая мощность, Вт",Количество скоростей,Количество температурных режимов,Функция подачи холодного воздуха,"Напряжение, V","Уровень шума, дБ",Общая мощность,"Время сушки, сек","Температура воздушного потока, °С","Скорость воздушного потока, км/ч",Подключение,Тип включения,Материал корпуса,Количество полок,Материал полок,"Габариты упаковки 2, мм",Монтаж,"Габариты изделия (ШхДхВ), мм","Габариты изделия (ШхВхД), мм","Диаметр подключения, мм",Объем смывного бачка,Безободковый унитаз,Сиденье в комплекте,Вид унитаза,Сиденье с микролифтом,Функция биде,Организация смывающего потока,Тип установки,Форма чаши,Метод установки смывного бачка,"Вес брутто инсталляции, кг","Габариты упаковки инсталляции, мм","Габариты изделий (ВхШхД), мм","Минимальный объем воды для омывания чаши, л","Вес брутто гигиенического душа, кг","Габариты упаковки гигиенического душа, мм",Наличие слива - перелива,Наличие отверстия под смеситель,Функция микролифта,"Пропускная способность, л/мин",Тип управления смывным клапаном,"Вес брутто сиденья, кг","Вес брутто унитаза, кг","Габариты упаковки унитаза, мм","Габариты упаковки сиденья, мм",Функция микролифта сиденья,Расположение перелива,Наличие ножек,"Габариты упаковки ванны, мм","Габариты упаковки рамы-каркаса, мм","Габариты упаковки ножек, мм",Габариты готового изделия,Наличие сиденья,Угловая конструкция,Толщина материала,"Производительность, кубм/ч",Автоматическое вкл/выкл (сенсор),Режим работы,Наличие таймера,Материал декора,Наличие дисплея,"Мощность мотора, Вт","Диаметр воздуховода, мм",Класс энергопотребления,Количество источников света,Тип источников света,Тип фильтра,Количество режимов струи,Душевой гарнитур в комплекте
5e90a4af621717483dd5c666,SD00022336,Смеситель для душа Potato P20203,true,86,572,UAH,true,Potato,SD00022336,POTP20203,Смеситель для душа Potato P20203,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Смеситель, крепежи, душевой шланг, лейка, кронштейн, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предваритель",,,,,,"3,25",,,,,,,,,,,,,,,,,,,,,,Эксцентрики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c667,SD00022338,Смеситель для ванны Potato P30223-7,true,99,914,UAH,true,Potato,SD00022338,POTP302237,Смеситель для ванны Potato P30223-7,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Смеситель, крепежи, лейка, душевой шланг, кронштейн, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предваритель",,,,,,"1,997",,,,,,,,,,,,,,,,,,,,,,Эксцентрики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c668,SD00022339,Смеситель для ванны Potato P2760,true,99,840,UAH,true,Potato,SD00022339,POTP2760,Смеситель для ванны Potato P2760,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Смеситель, крепежи, лейка, душевой шланг, кронштейн, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предваритель",,,,,,"1,41",,,,,,,,125,185,400,,"1/2""",,,,,,,,,325,Эксцентрики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c669,SD00022340,Душевая система Potato P3506,true,99,3035,UAH,true,Potato,SD00022340,POTP3506,Душевая система Potato P3506,363,1 год,,,Китай,Китай,Potato,P3506,1,,,,Душевая система,,,,,,,,,,,,,,,,"Смеситель, кронштейн для верхнего душа, лейка для верхнего душа, кронштейн для ручного душа, лейка для ручного душа, душевой шланг, душевая стойка, крепежи.",,,,,,,,,,Силумин,,Картридж,,,,,,,,до 3,,"4,6",Хром,Однорычажный,Поворотный,,,,,,,,,,"5,633",760х380х135,,,,,Ручной душ: 1. Верхний душ: 1,POTP3506,,"Душевая система Potato P3506 способна предоставить комфортный и эффективный прием душа. Она комплектуется удобной душевой стойкой с верхним и нижним душами и смесителем. Благодаря качественному хромированному покрытию изделие может эксплуатироваться длительное время. Данная система может быть расположена как над ванной, так и в душевой кабине.",,,"Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",Глянцевая,Настенный,Ручной душ: прямоугольная. Верхний душ: квадратная.,Ручной душ: 100х95. Верхний душ: 220х220,315,1190,,3,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c66a,SD00022341,Душевая система Potato P3310-2 с 2-функциями,true,31,2472,UAH,true,Potato,SD00022341,POTP33102,Душевая система Potato P3310-2 с 2-функциями,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Картридж,,,,,,,,до 3,,,,Однорычажный,,,,,,,,,,,,,,,,,,POTP33102,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c66b,SD00022342,Душевая система Potato P3330-3,true,35,4106,UAH,true,Potato,SD00022342,POTP33303,Душевая система Potato P3330-3,363,1 год,,,Китай,Китай,Potato,P3330-3,1,,,,Душевая система,,,,,,,,,,,,,,,,"Смеситель, кронштейн для верхнего душа, лейка для верхнего душа, шланговое подсоединение, лейка для ручного душа, душевой шланг, излив, крепежи.",,,,,,,,,,Силумин,,Картридж,,,,,,,,до 3,,"3,5",Хром,Однорычажный,Литой,,200,,,,,,,,"4,325",130х230х400,,,,,Ручной душ: 1. Верхний душ: 1,POTP33303,,"Душевая система Potato P3330-3 способна предоставить комфортный и эффективный прием душа. Она комплектуется верхним и нижним душами и смесителем. Скрытый способ монтажа увеличивает вариации размещения элементов системы. Данная система может быть расположена как над ванной, так и в душевой кабине.",,,"Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",Глянцевая,Скрытый,Ручной душ: прямоугольная. Верхний душ: квадратная.,Верхний душ: 200х200,350,,1500,3,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c66c,SD00022343,Смеситель встроенный с 1-функциями Potato P3307-1,true,99,999,UAH,true,Potato,SD00022343,POTP33071,Смеситель встроенный с 1-функциями Potato P3307-1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Смеситель, верхний душ, крепежи, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",,,,,,"1,37",,,,,,,,,,,,,,,,,,,Литой,,,Эксцентрики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c66d,SD00022344,Душевая система Potato P3346-2 с 2-функциями,true,96,1580,UAH,true,Potato,SD00022344,POTP33462,Душевая система Potato P3346-2 с 2-функциями,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Картридж,,,,,,,,до 3,,,,Однорычажный,,,,,,,,,,,,,,,,,,POTP33462,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c66e,SD00022432,Смеситель для кухни Potato P59223-7,true,99,572,UAH,true,Potato,SD00022432,POTP592237,Смеситель для кухни Potato P59223-7,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Смеситель, паспорт, крепежи, гибкая подводка. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления",,,,,,"1,307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c66f,SD00022433,Смеситель для умывальника Potato P10223-7,true,99,612,UAH,true,Potato,SD00022433,POTP102237,Смеситель для умывальника Potato P10223-7,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Смеситель, паспорт, гибкая подводка, крепление. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомлен",,,,,,"1,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c670,SD00022434,Смеситель для ванны Potato P22223-7,true,99,965,UAH,true,Potato,SD00022434,POTP222237,Смеситель для ванны Potato P22223-7,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Смеситель, крепежи, лейка, душевой шланг, кронштейн, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предваритель",,,,,,"2,261",,,,,,,,,,,,,,,,,,,,,,Эксцентрики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c671,SD00022435,Набор для гигиенического душа Potato P432-8,true,15,357,UAH,true,Potato,SD00022435,POTP4328,Набор для гигиенического душа Potato P432-8,360,1 год,,,Китай,Китай,Potato,POTP4328,1,70х140х255,,,,,,,,,,,,,,,,,,,"Лейка для гигиенического душа, кронштейн, душевой шланг, вентиль, паспорт",,,,,,"0,594",,,,Металл,,,Нет,,,,,,,,,,Хром,,,,,,,,,Настенный,Набор для гигиенического душа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c672,SD00022436,Набор для гигиенического душа Potato P431-8,true,12,357,UAH,true,Potato,SD00022436,POTP4318,Набор для гигиенического душа Potato P431-8,360,1 год,,,Китай,Китай,Potato,POTP4318,1,70х140х255,,,,,,,,,,,,,,,,,,,"Лейка для гигиенического душа, кронштейн, душевой шланг, вентиль, паспорт",,,,,,"0,55",,,,Металл,,,Нет,,,,,,,,,,Хром,,,,,,,,,Настенный,Набор для гигиенического душа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c673,SD00022437,Смеситель для ванны Potato P30201,true,89,929,UAH,true,Potato,SD00022437,POTP30201,Смеситель для ванны Potato P30201,309,1 год,,,Украина,Китай,Potato,POTP30201,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, крепежи, лейка, душевой шланг, кронштейн, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предваритель",,,,,P201,"1,912",,115х170х210,для ванны,Силумин,Настенный,Картридж (d35),Нет,120,180,160,Нет,"1/2""",до 13,До 3,8 481 801 100,"1,762",Хром,Однорычажный,Литой,,100,Эксцентрики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c674,SD00023725,Душевая система Potato P3541,true,99,3498,UAH,true,Potato,SD00023725,POTP3541,Душевая система Potato P3541,363,1 год,,,Китай,Китай,Potato,P3541,1,,,,Душевая система,,,,,,,,,,,,,,,,"Смеситель, кронштейн для верхнего душа, лейка для верхнего душа, кронштейн для ручного душа, лейка для ручного душа, душевой шланг, душевая стойка, крепежи.",,,,,,,,,,Латунь,,Картридж,,,,,,,,до 3,,"3,5",Хром / Белый,Однорычажный,,,,,,,,,,,"4,533",760х105х375,,,,,Ручной душ: 1. Верхний душ: 1,POTP3541,,Душевая система Potato P3541 способна предоставить комфортный и эффективный прием душа. Она комплектуется удобной душевой стойкой с верхним и нижним душами и смесителем. Благодаря качественному хромированному покрытию изделие может эксплуатироваться длительное время.,,,"Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",Глянцевая,Настенный,Верхний душ: квадратная,Ручной душ: 95х95. Верхний душ: 220х220,315,1200,1500,2,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c675,SD00028379,Смеситель для биде Potato P1307,true,99,572,UAH,true,Potato,SD00028379,POTP1307,Смеситель для биде Potato P1307,208,1 год,,,Украина,Китай,Potato,P1307,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, гибкая подводка, крепежи.",,,,"0,95",,,,,Для биде,Силумин,,Картридж,,130,40,120,Нет,,До 13,До 3,,,Хром,Однорычажный,Литой,30,100,Гайка,Гибкий,35,Входят в комплект,,,,"1,1",75х140х130,,,,,,POTP1307,Поворотный аэратор,"Смеситель для биде Potato P1307 изготовлен из силумина, с поворотным аэратором. Благодаря глянцевому хромированному покрытию и литой форме имеет оригинальный внешний вид. Выполнен в современном стиле с удобной ручкой для переключения холодной и горячей воды.",,,"Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",Глянцевое,Врезной,,,,,,,,,1,"1/2""",На резьбе,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c676,SD00028381,Лейка для ручного душа Potato P04-7,true,99,29,UAH,true,Potato,SD00028381,POTP047,Лейка для ручного душа Potato P04-7,361,1 год,,,Китай,Китай,Potato,P04-7,1,,,,,,,,,,,,,,,,,,,,Лейка для ручного душа,,,,"0,06",,,,,для ручного душа,ABS пластик,,,,,,,,,,,,,Белый,,,,,,,,,,Лейка,,"7,1",50х80х230,85х65х30,Круглая,,65,1,POTP047,"Диаметр подключения 1/2""","Лейка для ручного душа Potato P04-7 выполнена из пластика в белом цвете, поэтому весит немного, не побьется из-за случайного падения и не повредит поверхность ванны. Благодаря универсальному диаметру лейка совместима со всеми гибкими шлангами для душа. Монтируется без особых усилий и дополнительных подручных средств.","Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c677,SD00028382,Полка Potato P331-1,true,99,90,UAH,true,Potato,SD00028382,POTP3311,Полка Potato P331-1,80,1 год,,,Украина,,Potato,P331-1,1,,,,Полка,,,,,,,,,,,,,Треугольная,,,"Полка, крепеж.",,,,"0,3",,,,,для ванной,Пластик,Настенный,,,,,,,,,,,,Белый,,,,,,,,,,,,"0,358",40х250х250,,,,,,POTP3311,,"Белая полка Potato P331-1 выполнена из прочного пластика с бортиками. Ее можно разместить в душевой или над ванной для того, чтобы все ванные принадлежности всегда были под рукой. На полке есть отверстия, поэтому все предметы остаются сухими.",,,,Глянцевая,,,,,,,,,,,,,,35х235х235,,,,Шурупы,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c678,SD00028385,Сушилка для посуды Potato P3208,true,99,447,UAH,true,Potato,SD00028385,POTP3208,Сушилка для посуды Potato P3208,404,1 год,,,Украина,,Potato,P3208,1,,,,Сушилка для посуды,,,,,,,,,,,,,Прямоугольная,,,Сушилка для посуды,,,,"1,45",,,,,,Металл / Пластик,Настольный,,,,,,,,,,,,Хром / Синий,,,,,,,,,,,,"1,652",260х120х430,,,,,,POTP3208,,"Настольная сушилка для посуды Potato P3208 устанавливается возле мойки. Она позволяет хранить посуду сухой и всегда под рукой. Изделие имеет подставку для ложек и вилок с синим поддоном, крючки, держатель для стаканов и держатель для тарелок с синим поддоном под ними. Поддоны легко снимаются и просты в очистке.",,,,Глянцевая,,,,,,,,,,,,,,400х430х260,,,,,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c679,SD00028386,Ведро для мусора Potato P415,true,19,500,UAH,true,Potato,SD00028386,POTP415,Ведро для мусора Potato P415,125,1 год,,,Украина,,Potato,P415,1,,,,Ведро для мусора,,,,,,,,,,,,,Квадратная,,,Ведро для мусора,,,,"1,5",,,,,,,Напольный,,,,,,,,,,,,Хром,,,,,,,,,,,,"1,626",305х260х210,,,,,,POTP415,,"Металлическое ведро Potato P415 для мусора на 6 л не займет много места благодаря небольшим габаритам и подойдет для любого интерьера, придав ему целостности. Изделие изготовлено из качественного металла, что защищает от влаги и обеспечивает его долговечность. Нижнее основание защищено резиновым уплотнением для избегания скольжения по полу. Крышка ведра открывается с помощью нажатия на металлическую прорезиненную педаль. Внутренний бак оборудован ручкой для быстрого и удобного вынимания из урны.",,,,Глянцевая,,,,,,,,,,,,,,300х200х250,,,,,Китай,Закрытая,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Нажимной на педаль,Металл,Есть,1,Съемная,,Пластик,Черный,6,Сверху,С механизмом открывания,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c67a,SD00028389,Ведро для мусора Potato P416,true,10,642,UAH,true,Potato,SD00028389,POTP416,Ведро для мусора Potato P416,125,1 год,,,Украина,,Potato,P416,1,,,,Ведро для мусора,,,,,,,,,,,,,Квадратная,,,Ведро для мусора,,,,"1,45",,,,,,,Напольный,,,,,,,,,,,,Хром,,,,,,,,,,,,"1,642",395х300х240,,,,,,POTP416,,"Металлическое квадратное ведро для мусора Potato P416 на 12 л не займет много места благодаря небольшим габаритам и подойдет для любого интерьера, придав ему целостности. Изделие изготовлено из качественного металла, что обеспечивает его долговечность. Нижнее основание защищено резиновым уплотнением для избегания скольжения по полу. Крышка ведра открывается с помощью нажатия на металлическую прорезиненную педаль. Внутренний бак оборудован ручкой для быстрого и удобного вынимания из урны.",,,,Глянцевая,,,,,,,,,,,,,,390х220х280,,,,,Китай,Закрытая,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Нажимной на педаль,Металл,Есть,1,Съемная,,Пластик,Черный,12,Сверху,С механизмом открывания,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
