_id,id,name,aviable,instock,price,currencyId,delivery,vendor,vendorCode,model,description,categoryId,Гарантия,Панель к поддону,Диаметр отверстия для сифона,Страна регистрации бренда,Страна-производитель товара,Бренд,Модель,Количество грузовых мест,"Габариты 1 (ВхШхД), мм","Вес брутто 2, кг","Габариты 2 (ВхШхД), мм",Тип изделия,Материал дверей,Цвет полотна двери,Материал задних стенок,Цвет задних стенок,Толщина материала двери,Материал профиля,Цвет профиля,Материал поддона,Цвет поддона,Габариты поддона (ГхВхШхД),Задняя стенка,Двери,Форма,Наличие верхней крышки,"Габариты готового изделия (ВхШхГ), мм",Комплектация,Особенности,"Вес брутто 3, кг","Габариты 3 (ВхШхД), мм","Вес нетто, кг",Серия,"Вес брутто 1, кг","Высота стекол, мм","Габариты 1 (ШхВхД), мм",Назначение,Материал,Способ монтажа,Механизм смешивания,Наличие термостата,"Высота изделия, мм","Ширина изделия, мм","Длина изделия, мм",Донный клапан,Диаметр подключения,"Расход воды, л/мин","Рабочее давление, bar",Код УКТВЭД,"Все нетто, кг",Цвет,Тип управления,Тип излива,"Высота излива, мм","Длина излива, мм",Тип крепления,Тип подвода,"Диаметр монтажного отверстия, мм",Шланги подключения,Тип монтажа,Тип,Габариты изделия,"Вес брутто, кг","Габариты упаковки, мм",Габариты изделия (ВхШхГ),Форма ручной лейки,Фирменные технологии,"Диаметр ручной лейки, мм",Количество режимов переключения лейки,Артикул,Дополнительные характеристики,Описание,Важно,"Габариты изделия (ВхШхД), мм",Обратите внимание,Поверхность,Вид монтажа,Форма лейки,"Диаметр лейки, мм","Длина кронштейна для верхнего душа, мм","Высота душевой стойки, мм","Длина шланга, мм",Количество потребителей,Диаметр ручной лейки,Количество режимов,Количество отверстий для монтажа,Диаметр подключения шлангов,Шланги,"Диаметр картриджа, мм","Габариты изделия (ВхШхГ), мм",Система предотвращения скручивания шланга,Количество режимов переключения,Количество крючков,Метод крепления,Страна - производитель товара,Тип конструкции,Количество перекладин,Поворотная конструкция,"Длина держателя, мм","Толщина материала, мм","Минимальная ширина шкафа, мм",Наличие крыла,Количество основных чаш,Габариты чаши 1 (ВхШхД),Отверстие под смеситель,"Диаметр слива, мм",Наличие перелива,Расположение крыла,"Габариты упаковки (ВхШхД), мм",Количество отверстий для монтажа смесителя,"Высота стойки, мм",Состав набора,Встраиваемая часть в комплекте,Длина кронштейна,Диаметр слива,Система Cliсk-Claсk,Вид слива-перелива,Вид затвора,"Диаметр патрубка в канализацию, мм",Материал слива,Материал решетки,"Размер решетки, мм",Направление выпуска,"Вес брутто , кг",Количество ярусов,"Объем, мл","Габариты изделия (ВхШ), мм",Цвет корпуса,"Диаметр зеркала, мм",Способ открывания крышки,Материал внешнего бака,Внутренний бак,Количество внутренних баков,Конструкция внутреннего бака,Габариты внутреннего бака,Материал внутреннего бака,Цвет внутреннего бака,"Объем, л",Доступ для обслуживания,Тип крышки,Элементы питания,Функция антизапотевания,Наличие светильника,Способ монтажа светильника,Тип лампы,Количество светильников,Тип выключателя,Питание,"Глубина изделия, мм",Наличие полки,Утяжелители,Рекомендации по уходу,Принт,Материал подложки,"Высота ворса, мм",Мощность потребления,Максимальная рабочая температура,Наличие терморегулятора,Количество секций,Направление подключения,Тип термоносителя,Подключение к системе,Описание товара,Тип управления сливом воды,Звукоизоляционная прокладка,"Межосевое расстояние креплений, мм",Наличие панели смыва,Регулировка смыва,"Объем смывного бачка, л",Подключение воды,Количество режимов слива воды,Функция принудительного прерывания слива воды,Наличие смесителя,Подключение горячей воды,Управление,Рабочее давление (атм),"Межосевое расстояние, мм",Наличие сифона,Количество дополнительных чаш,Габариты чаши 2 (ВхШхД),Тип элементов питания,Количество элементов питания,"Элементы питания в комплекте (указать есть, нет)",Количество режимов струи смесителя для кухни,Совместимость,"Потребляемая мощность, Вт",Количество скоростей,Количество температурных режимов,Функция подачи холодного воздуха,"Напряжение, V","Уровень шума, дБ",Общая мощность,"Время сушки, сек","Температура воздушного потока, °С","Скорость воздушного потока, км/ч",Подключение,Тип включения,Материал корпуса,Количество полок,Материал полок,"Габариты упаковки 2, мм",Монтаж,"Габариты изделия (ШхДхВ), мм","Габариты изделия (ШхВхД), мм","Диаметр подключения, мм",Объем смывного бачка,Безободковый унитаз,Сиденье в комплекте,Вид унитаза,Сиденье с микролифтом,Функция биде,Организация смывающего потока,Тип установки,Форма чаши,Метод установки смывного бачка,"Вес брутто инсталляции, кг","Габариты упаковки инсталляции, мм","Габариты изделий (ВхШхД), мм","Минимальный объем воды для омывания чаши, л","Вес брутто гигиенического душа, кг","Габариты упаковки гигиенического душа, мм",Наличие слива - перелива,Наличие отверстия под смеситель,Функция микролифта,"Пропускная способность, л/мин",Тип управления смывным клапаном,"Вес брутто сиденья, кг","Вес брутто унитаза, кг","Габариты упаковки унитаза, мм","Габариты упаковки сиденья, мм",Функция микролифта сиденья,Расположение перелива,Наличие ножек,"Габариты упаковки ванны, мм","Габариты упаковки рамы-каркаса, мм","Габариты упаковки ножек, мм",Габариты готового изделия,Наличие сиденья,Угловая конструкция,Толщина материала,"Производительность, кубм/ч",Автоматическое вкл/выкл (сенсор),Режим работы,Наличие таймера,Материал декора,Наличие дисплея,"Мощность мотора, Вт","Диаметр воздуховода, мм",Класс энергопотребления,Количество источников света,Тип источников света,Тип фильтра,Количество режимов струи,Душевой гарнитур в комплекте
5e90a4af621717483dd5c1c4,SD00035461,Душевая кабина Q-tap Strong SC9090.1A T6 SUS,true,37,14700,UAH,true,Q-tap (душ.кабины),SD00035461,QTSTRSC90901AT6SUS,Душевая кабина Q-tap Strong SC9090.1A T6 SUS,321,2 года,Нет,90,Украина,Китай,Q-tap,SC9090,2,1960х520х90,16,155х920х920,Душевая кабина,Стекло,Прозрачный,Нет,Нет,6 мм,Нержавеющая сталь,Хром,Акрил,Белый,65х135х890х885,Нет,Раздвижные,Квадратная,Нет,2040х900х900,"Поддон, сифон, дверки, ручки, профиль, крепежи, кронштейн, ножки.","Ручка изготовлена из нержавеющей стали. Поддон имеет усиленный каркас, допустимая нагрузка до 200 кг. Сифон удобно и легко очищается от загрязнения. Высота вторых стёкол 1750 мм. Толщина стенок профил",,,"37,5",Strong,"26,5",1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1c5,SD00021836,Скрытая часть смесителя для душа Hansgrohe Ibox 01800180,true,4,1860,UAH,true,Hansgrohe,SD00021836,01800180,Скрытая часть смесителя для душа Hansgrohe Ibox 01800180,31,5 лет,,,Германия,Германия,Hansgrohe,01800180,1,,,,Смеситель,,,,,,,,,,,,,,,,"Скрытая часть смесителя, крепежи, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",Без накладной панели,,,,Ibox,"1,622",,145х155х155,для душа,"Латунь, пластик",Скрытый,Картридж (d40),Нет,150,150,110,Нет,"3/4""",До 13,До 3,8 481 801 100,"1,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1c6,SD00023966,Смеситель для кухни Hansgrohe Ecos L 14816000,true,1,3720,UAH,true,Hansgrohe,SD00023966,14816000,Смеситель для кухни Hansgrohe Ecos L 14816000,108,5 лет,,,Германия,Германия,Hansgrohe,14 816 000,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, паспорт, гибкая подводка, крепление. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомлен","С возможностью размещения рукоятки справа или слева, Г-образный излив, расход 11 л./мин., диапазон поворота 360 °, подходит для проточных водонагревателей",,,,Ecos,"3,08",,70х350х240,для мойки,Латунь,Врезной,Картридж (d35),Нет,340,45,230,Нет,"3/8""",до 13,до 3,8 481 801 100,"2,93",Хром,Однорычажный,Поворотный,270,205,Шпилька,Гибкий,35,Обычные,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1c7,SD00023967,Смеситель для кухни Hansgrohe Ecos M 14815000,true,2,3590,UAH,true,Hansgrohe,SD00023967,14815000,Смеситель для кухни Hansgrohe Ecos M 14815000,108,5 лет,,,Германия,Германия,Hansgrohe,14 815 000,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, паспорт, гибкая подводка, крепление. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомлен","Класс расхода воды: A, класс шума: I, угол поворота излива 360°, расход воды 12 л./мин., подходит для проточных водонагревателей",,,,Ecos,"2,47",,70х260х230,для мойки,Латунь,Врезной,Картридж (d35),Нет,225,50,255,Нет,"3/8""",до 13,до 3,8 481 801 100,"2,32",Хром,Однорычажный,Поворотный,155,220,Шпилька,Гибкий,35,Обычные,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1c8,SD00024061,Смеситель для ванны Hansgrohe Logis 71402000,true,8,4638,UAH,true,Hansgrohe,SD00024061,71402000,Смеситель для ванны Hansgrohe Logis 71402000,309,5 лет,,,Германия,Германия,Hansgrohe,71 402 000,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, крепежи, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.","Ограничение температуры регулируется, подходит для водонагревателей с непрерывным потоком",,,,Logis,3,,165х380х145,для ванны,Латунь,Настенный,Картридж,Нет,170,185,385,Нет,"1/2""",до 13,До 3,8 481 801 100,"2,82",Хром,Однорычажный,Поворотный,,300,Эксцентрики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1c9,SD00024062,Термостат для ванны Hansgrohe Versostat 15348000,true,2,7270,UAH,true,Hansgrohe,SD00024062,15348000,Термостат для ванны Hansgrohe Versostat 15348000,309,5 лет,,,Германия,Германия,Hansgrohe,15 348 000,1,,,,Термостат,,,,,,,,,,,,,,,,"Смеситель, крепежи, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",,,,,Versostat,"3,29",,75х315х215,для ванны,Латунь,Настенный,Картридж термостатический,Есть,70,305,206,Нет,"1/2""",до 7,До 3,8 481 801 100,"3,11",Хром,Вентильный,Литой,,194,Эксцентрики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1ca,SD00024580,Смеситель для душа Hansgrohe Logis 71600000,true,3,2713,UAH,true,Hansgrohe,SD00024580,71600000,Смеситель для душа Hansgrohe Logis 71600000,239,5 лет,,,Германия,Германия,Hansgrohe,71600000,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, крепежи, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",Без душевого комплекта,,,,Logis,"2,384",,130х190х160,для душа,Латунь,Настенный,Картридж (d40),Нет,90,220,155,Нет,"1/2""",До 13,До 3,8 481 801 100,"2,234",Хром,Однорычажный,,,,Эксцентрики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1cb,SD00024581,Набор для гигиенического душа Hansgrohe 32129000,true,3,1980,UAH,true,Hansgrohe,SD00024581,32129000,Набор для гигиенического душа Hansgrohe 32129000,360,2 года,,,Германия,Германия,Hansgrohe,,1,60х240х230,,,,,,,,,,,,,,,,,,,"Гигиеническая лейка, шланг, держатель",,,,,,"0,506",,,,ABS пластик,,,,,,,,,,,,,Хром,,,,,,,,,Настенный,Набор для гигиенического душа,175х40х116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1cc,SD00011368,Смеситель для умывальника Hansgrohe Focus 100 31607000,true,1,3614,UAH,true,Hansgrohe,SD00011368,31607000,Смеситель для умывальника Hansgrohe Focus 100 31607000,265,5 лет,,,Германия,Германия,Hansgrohe,31 607 000,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, паспорт, гибкая подводка, крепежи, донный клапан. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительн","Регулируется ограничение температуры, расход при 3 бар: 5 л./мин., подходит для проточных водонагревателей",,,,Focus,"2,2",,70х185х160,для умывальника,Латунь,Врезной,Картридж (d35),Нет,180,50,150,Есть,"3/8""",до 13,до 3,8 481 801 100,"2,05",Хром,Однорычажный,Литой,95,120,Шпилька,Гибкий,35,Обычные,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1cd,SD00028508,Душевой гарнитур Hansgrohe Croma Select E 26582400,true,3,2877,UAH,true,Hansgrohe,SD00028508,26582400,Душевой гарнитур Hansgrohe Croma Select E 26582400,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1ce,SD00028509,Лейка для ручного душа Hansgrohe Croma 26812400,true,2,1295,UAH,true,Hansgrohe,SD00028509,26812400,Лейка для ручного душа Hansgrohe Croma 26812400,361,2 года,,,Германия,Германия,Hansgrohe,,1,,,,,,,,,,,,,,,,,,,,Лейка для ручного душа,,,,"0,25",Croma,,,,для ручного душа,ABS пластик,,,,,,,,,,,,,Хром / Белый,,,,,,,,,,Лейка,,"0,3",270х130х50,236х110х70,Круглая,QuickClean - защита от известкового налета. XXL Performance - большая поверхность струи у верхних и ручных душей. Select - механическое переключение типа струи с помощью долговечной кнопки.,110,3,26812400,"3 режима струи: Massage, SoftRain, IntenseRain.","Душевая лейка Hansgrohe Croma 26812400 имеет три типа струи: Rain и IntenseRain помогут хорошо вымыть волосы, а TurboRain взбодрит массажной струей с центральных форсунок. Тип можно сменить, нажав на кнопку Select. В ходе испытаний она выдержала 90 000 нажатий. Инновационная технология QuickClean с гибкими силиконовыми вставками позволяет быстро убирать загрязнения с большой рабочей поверхности XXL Performance.","Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1cf,SD00028510,Душевой гарнитур Hansgrohe Croma Select S 26562400,true,3,2877,UAH,true,Hansgrohe,SD00028510,26562400,Душевой гарнитур Hansgrohe Croma Select S 26562400,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1d0,SD00028511,Лейка для ручного душа Hansgrohe Crometta 26825400,false,0,564,UAH,true,Hansgrohe,SD00028511,26825400,Лейка для ручного душа Hansgrohe Crometta 26825400,361,2 года,,,Германия,Германия,Hansgrohe,,1,,,,,,,,,,,,,,,,,,,,Лейка для ручного душа,,,,"0,23",Crometta,,,,для ручного душа,ABS пластик,,,,,,,,,,,,,Хром / Белый,,,,,,,,,,Лейка,,"0,3",,233х100х,Круглая,QuickClean - защита от известкового налета. XXL Performance - большая поверхность струи у верхних и ручных душей.,100,1,26825400,Вид струи: Rain. Возможность использования с водонагревателем.,"Душевая лейка Hansgrohe Crometta 26825400 превратит ежедневное принятие душа в удовольствие. Она выполнена с хромированной поверхностью, поэтому изделие сохранит свой первичный блеск и прослужит долгие годы. Лейка имеет интенсивный тип струи Rain. Инновационная технология QuickClean с гибкими силиконовыми вставками позволяет быстро убирать загрязнения с рабочей поверхности. Большая поверхность струи XXL Performance окутает вас водой.","Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1d1,SD00028512,Душевой гарнитур Hansgrohe Crometta 100 26651400,false,0,2381,UAH,true,Hansgrohe,SD00028512,26651400,Душевой гарнитур Hansgrohe Crometta 100 26651400,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1d2,SD00028513,Душевой гарнитур Hansgrohe Crometta 26533400,true,7,1411,UAH,true,Hansgrohe,SD00028513,26533400,Душевой гарнитур Hansgrohe Crometta 26533400,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1d3,SD00028514,Душевая система Hansgrohe Crometta E 240 27271000,false,0,13145,UAH,true,Hansgrohe,SD00028514,27271000,Душевая система Hansgrohe Crometta E 240 27271000,363,5 лет,,,Германия,Германия,Hansgrohe,Showerpipe 240,1,,,,Душевая система,,,,,,,,,,,,,,,,"Смеситель, кронштейн для верхнего душа, лейка для верхнего душа, кронштейн для ручного душа, лейка для ручного душа, душевой шланг, душевая стойка, крепежи.",,,,,Crometta E,,,,,Латунь / ABS пластик,,Картридж термостатический,,,,,,,,до 3,,"5,1",Хром,Вентильный,,,,,,,,,,,"6,3",110х360х1110,,,,,,27271000,,"Душевая система Hansgrohe Crometta E Showerpipe 240 27271000 - практичное дополнение любой современной ванной комнаты. Она состоит из душевой стойки с верхним и ручным душем, а также удобного смесителя. Не поддающаяся ржавчине латунь и износостойкое хромированное покрытие обеспечат надежную и долговечную работу изделия.",,1201х295х470,"Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",Глянцевая,Настенный,Ручной душ: круглая. Верхний душ: квадратная.,Ручной душ: 82. Верхний душ: 240х240,355,1114,1600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1d4,SD00028515,Смеситель для душа Hansgrohe Ecostat 13211000,true,2,5026,UAH,true,Hansgrohe,SD00028515,13211000,Смеситель для душа Hansgrohe Ecostat 13211000,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Смеситель, крепежи, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.","Без душевого комплекта. Кнопка Ecostop ограничивает расход воды до 10 л./мин. Предохранительный замок при 40 ° C, ограничение температуры регулируется. Фильтр грязи включен",,,,,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1d5,SD00028516,Смеситель для умывальника Hansgrohe Focus 31518000,true,3,3696,UAH,true,Hansgrohe,SD00028516,31518000,Смеситель для умывальника Hansgrohe Focus 31518000,265,5 лет,,,Германия,Германия,Hansgrohe,31 518 000,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, паспорт, гибкая подводка, крепление. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомлен","Регулируется ограничение температуры, расход при 3 бар: 5 л./мин., подходит для проточных водонагревателей. Оснащен технологией EcoSmart, QuickClean",,,,Focus,"2,2",,70х280х200,для умывальника,Латунь,Врезной,Картридж (d35),Нет,275,50,195,Нет,"3/8""",до 13,до 3,8 481 801 100,"2,05",Хром,Однорычажный,Литой,190,160,Шпилька,Гибкий,35,Обычные,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1d6,SD00028517,Смеситель для умывальника Hansgrohe Logis 71070000,true,6,2375,UAH,true,Hansgrohe,SD00028517,71070000,Смеситель для умывальника Hansgrohe Logis 71070000,265,5 лет,,,Германия,Германия,Hansgrohe,71 070 000,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, паспорт, гибкая подводка, крепление. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомлен","Регулируется ограничение температуры, оснащен технологией EcoSmart. Расход при 3 бар: 5 л./мин., подходит для проточных водонагревателей",,,,Logis,"2,2",,70х150х150,для умывальника,Латунь,Врезной,Картридж (d35),Нет,140,50,140,Нет,"3/8""",до 13,до 3,8 481 801 100,"2,05",Хром,Однорычажный,Литой,70,110,Шпилька,Гибкий,35,Обычные,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5c1d7,SD00028518,Смеситель для душа Hansgrohe Ecostat 13116000,true,3,5732,UAH,true,Hansgrohe,SD00028518,13116000,Смеситель для душа Hansgrohe Ecostat 13116000,239,5 лет,,,Германия,Германия,Hansgrohe,13116000,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, крепежи, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.","Без душевого комплекта. Кнопка Ecostop ограничивает расход воды до 10 л./мин. Предохранительный замок при 40 ° C, ограничение температуры регулируется. Фильтр грязи включен",,,,Ecostat,"2,52",,70х310х110,для душа,Латунь,Настенный,Картридж,Есть,70,305,105,Нет,"1/2""",До 13,До 3,8 481 801 100,"2,37",Хром,Вентильный,,,,Эксцентрики,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
